"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0"
2000,3.20341796875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0173388671875,0.0242041015625,0.0589013671875,96.387080078125,0.33818359375,0.66865234375,0.61064453125,0.02400185546875,0.4,4,0.45869140625,9.400390625,0.174130859375,29.39453125,65.13671875,60.25390625,71.19140625,67.87109375,87.98828125,5.17578125,78.02734375,41.69921875,92.28515625,48.73046875,0.49951171875,0.36376953125
2000,8.15341796875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0648388671875,0.0717041015625,0.0114013671875,46.392080078125,0.78818359375,0.21865234375,0.16064453125,0.07395185546875,0.4,4,0.30869140625,6.400390625,0.419130859375,79.39453125,15.13671875,10.25390625,21.19140625,17.87109375,37.98828125,55.17578125,28.02734375,91.69921875,42.28515625,98.73046875,0.24951171875,0.11376953125
2000,4.44091796875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0767138671875,0.0835791015625,0.0945263671875,83.888330078125,0.90068359375,0.10615234375,0.72314453125,0.08643935546875,0.4,4,0.42119140625,8.650390625,0.480380859375,66.89453125,77.63671875,97.75390625,8.69140625,5.37109375,25.48828125,17.67578125,65.52734375,4.19921875,79.78515625,86.23046875,0.06201171875,0.17626953125
2000,9.39091796875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0292138671875,0.0360791015625,0.0470263671875,33.893330078125,0.45068359375,0.55615234375,0.27314453125,0.03648935546875,0.4,4,0.27119140625,5.650390625,0.235380859375,16.89453125,27.63671875,47.75390625,58.69140625,55.37109375,75.48828125,67.67578125,15.52734375,54.19921875,29.78515625,36.23046875,0.31201171875,0.42626953125
2000,1.96591796875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0529638671875,0.0123291015625,0.0232763671875,58.890830078125,0.22568359375,0.33115234375,0.49814453125,0.06146435546875,0.4,4,0.49619140625,7.150390625,0.112880859375,41.89453125,52.63671875,22.75390625,33.69140625,80.37109375,0.48828125,42.67578125,40.52734375,29.19921875,4.78515625,11.23046875,0.43701171875,0.05126953125
2000,6.91591796875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0054638671875,0.0598291015625,0.0707763671875,8.895830078125,0.67568359375,0.78115234375,0.94814453125,0.01151435546875,0.4,4,0.34619140625,10.150390625,0.357880859375,91.89453125,2.63671875,72.75390625,83.69140625,30.37109375,50.48828125,92.67578125,90.52734375,79.19921875,54.78515625,61.23046875,0.18701171875,0.30126953125
2000,2.27529296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0618701171875,0.0806103515625,0.0499951171875,18.269892578125,0.81630859375,0.35927734375,0.97626953125,0.08331748046875,0.4,4,0.35556640625,8.087890625,0.311943359375,32.51953125,87.01171875,13.37890625,49.31640625,39.74609375,53.61328125,39.55078125,56.15234375,94.82421875,95.41015625,83.10546875,0.32763671875,0.16064453125
2000,7.22529296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0143701171875,0.0331103515625,0.0974951171875,68.264892578125,0.36630859375,0.80927734375,0.52626953125,0.03336748046875,0.4,4,0.20556640625,5.087890625,0.066943359375,82.51953125,37.01171875,63.37890625,99.31640625,89.74609375,3.61328125,89.55078125,6.15234375,44.82421875,45.41015625,33.10546875,0.07763671875,0.41064453125
2000,4.75029296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0856201171875,0.0093603515625,0.0737451171875,43.267392578125,0.14130859375,0.13427734375,0.30126953125,0.05834248046875,0.4,4,0.43056640625,6.587890625,0.189443359375,57.51953125,62.01171875,88.37890625,24.31640625,64.74609375,78.61328125,14.55078125,31.15234375,69.82421875,20.41015625,8.10546875,0.20263671875,0.03564453125
2000,9.70029296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0381201171875,0.0568603515625,0.0262451171875,93.262392578125,0.59130859375,0.58427734375,0.75126953125,0.00839248046875,0.4,4,0.28056640625,9.587890625,0.434443359375,7.51953125,12.01171875,38.37890625,74.31640625,14.74609375,28.61328125,64.55078125,81.15234375,19.82421875,70.41015625,58.10546875,0.45263671875,0.28564453125
2000,3.51279296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0262451171875,0.0924853515625,0.0856201171875,30.768642578125,0.70380859375,0.69677734375,0.18876953125,0.04585498046875,0.4,4,0.39306640625,7.337890625,0.495693359375,45.01953125,99.51171875,50.87890625,61.81640625,2.24609375,41.11328125,2.05078125,18.65234375,82.32421875,7.91015625,70.60546875,0.26513671875,0.47314453125
2000,8.46279296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0737451171875,0.0449853515625,0.0381201171875,80.763642578125,0.25380859375,0.24677734375,0.63876953125,0.09580498046875,0.4,4,0.24306640625,10.337890625,0.250693359375,95.01953125,49.51171875,0.87890625,11.81640625,52.24609375,91.11328125,52.05078125,68.65234375,32.32421875,57.91015625,20.60546875,0.01513671875,0.22314453125
2000,1.03779296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0499951171875,0.0212353515625,0.0143701171875,5.771142578125,0.47880859375,0.92177734375,0.86376953125,0.02087998046875,0.4,4,0.46806640625,8.837890625,0.128193359375,70.01953125,74.51171875,25.87890625,86.81640625,77.24609375,16.11328125,27.05078125,93.65234375,57.32421875,82.91015625,45.60546875,0.14013671875,0.34814453125
2000,5.98779296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0974951171875,0.0687353515625,0.0618701171875,55.766142578125,0.92880859375,0.47177734375,0.41376953125,0.07082998046875,0.4,4,0.31806640625,5.837890625,0.373193359375,20.01953125,24.51171875,75.87890625,36.81640625,27.24609375,66.11328125,77.05078125,43.65234375,7.32421875,32.91015625,95.60546875,0.39013671875,0.09814453125
2000,4.13154296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0678076171875,0.0509228515625,0.0321826171875,24.519267578125,0.87255859375,0.64052734375,0.13251953125,0.05209873046875,0.4,4,0.48681640625,10.712890625,0.097568359375,13.76953125,55.76171875,69.62890625,5.56640625,70.99609375,72.36328125,20.80078125,87.40234375,26.07421875,89.16015625,89.35546875,0.35888671875,0.31689453125
2000,9.08154296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0203076171875,0.0984228515625,0.0796826171875,74.514267578125,0.42255859375,0.19052734375,0.58251953125,0.00214873046875,0.4,4,0.33681640625,7.712890625,0.342568359375,63.76953125,5.76171875,19.62890625,55.56640625,20.99609375,22.36328125,70.80078125,37.40234375,76.07421875,39.16015625,39.35546875,0.10888671875,0.06689453125
2000,1.65654296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0915576171875,0.0746728515625,0.0559326171875,49.516767578125,0.19755859375,0.86552734375,0.80751953125,0.07707373046875,0.4,4,0.41181640625,6.212890625,0.465068359375,88.76953125,80.76171875,44.62890625,30.56640625,45.99609375,97.36328125,45.80078125,12.40234375,1.07421875,14.16015625,14.35546875,0.23388671875,0.44189453125
2000,6.60654296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0440576171875,0.0271728515625,0.0084326171875,99.511767578125,0.64755859375,0.41552734375,0.35751953125,0.02712373046875,0.4,4,0.26181640625,9.212890625,0.220068359375,38.76953125,30.76171875,94.62890625,80.56640625,95.99609375,47.36328125,95.80078125,62.40234375,51.07421875,64.16015625,64.35546875,0.48388671875,0.19189453125
2000,0.41904296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0084326171875,0.0390478515625,0.0915576171875,37.018017578125,0.76005859375,0.52802734375,0.92001953125,0.01463623046875,0.4,4,0.44931640625,5.462890625,0.158818359375,1.26953125,68.26171875,7.12890625,93.06640625,83.49609375,34.86328125,33.30078125,49.90234375,38.57421875,1.66015625,51.85546875,0.29638671875,0.00439453125
2000,5.36904296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0559326171875,0.0865478515625,0.0440576171875,87.013017578125,0.31005859375,0.97802734375,0.47001953125,0.06458623046875,0.4,4,0.29931640625,8.462890625,0.403818359375,51.26953125,18.26171875,57.12890625,43.06640625,33.49609375,84.86328125,83.30078125,99.90234375,88.57421875,51.66015625,1.85546875,0.04638671875,0.25439453125
2000,2.89404296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0321826171875,0.0627978515625,0.0203076171875,12.020517578125,0.53505859375,0.30302734375,0.24501953125,0.03961123046875,0.4,4,0.37431640625,9.962890625,0.281318359375,76.26953125,93.26171875,82.12890625,68.06640625,8.49609375,9.86328125,8.30078125,74.90234375,13.57421875,76.66015625,26.85546875,0.17138671875,0.12939453125
2000,7.84404296875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0796826171875,0.0152978515625,0.0678076171875,62.015517578125,0.98505859375,0.75302734375,0.69501953125,0.08956123046875,0.4,4,0.22431640625,6.962890625,0.036318359375,26.26953125,43.26171875,32.12890625,18.06640625,58.49609375,59.86328125,58.30078125,24.90234375,63.57421875,26.66015625,76.85546875,0.42138671875,0.37939453125
2000,0.26435546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0336669921875,0.0078759765625,0.0752294921875,69.827236328125,0.46474609375,0.34521484375,0.34345703125,0.06302529296875,0.4,4,0.31337890625,7.244140625,0.181787109375,46.58203125,7.32421875,21.19140625,4.00390625,31.93359375,11.42578125,84.86328125,29.58984375,55.76171875,3.22265625,65.91796875,0.46044921875,0.32470703125
2000,5.21435546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0811669921875,0.0553759765625,0.0277294921875,19.832236328125,0.91474609375,0.79521484375,0.79345703125,0.01307529296875,0.4,4,0.46337890625,10.244140625,0.426787109375,96.58203125,57.32421875,71.19140625,54.00390625,81.93359375,61.42578125,34.86328125,79.58984375,5.76171875,53.22265625,15.91796875,0.21044921875,0.07470703125
2000,2.73935546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0099169921875,0.0791259765625,0.0514794921875,94.824736328125,0.68974609375,0.12021484375,0.56845703125,0.08800029296875,0.4,4,0.23837890625,8.744140625,0.304287109375,71.58203125,32.32421875,96.19140625,29.00390625,56.93359375,36.42578125,59.86328125,54.58984375,80.76171875,78.22265625,40.91796875,0.08544921875,0.44970703125
2000,7.68935546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0574169921875,0.0316259765625,0.0989794921875,44.829736328125,0.23974609375,0.57021484375,0.11845703125,0.03805029296875,0.4,4,0.38837890625,5.744140625,0.059287109375,21.58203125,82.32421875,46.19140625,79.00390625,6.93359375,86.42578125,9.86328125,4.58984375,30.76171875,28.22265625,90.91796875,0.33544921875,0.19970703125
2000,3.97685546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0930419921875,0.0197509765625,0.0158544921875,82.325986328125,0.12724609375,0.68271484375,0.68095703125,0.00058779296875,0.4,4,0.27587890625,9.494140625,0.120537109375,34.08203125,19.82421875,58.69140625,91.50390625,19.43359375,98.92578125,72.36328125,92.08984375,68.26171875,90.72265625,78.41796875,0.39794921875,0.01220703125
2000,8.92685546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0455419921875,0.0672509765625,0.0633544921875,32.330986328125,0.57724609375,0.23271484375,0.23095703125,0.05053779296875,0.4,4,0.42587890625,6.494140625,0.365537109375,84.08203125,69.82421875,8.69140625,41.50390625,69.43359375,48.92578125,22.36328125,42.08984375,18.26171875,40.72265625,28.41796875,0.14794921875,0.26220703125
2000,1.50185546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0692919921875,0.0910009765625,0.0871044921875,57.328486328125,0.80224609375,0.90771484375,0.45595703125,0.02556279296875,0.4,4,0.20087890625,7.994140625,0.488037109375,59.08203125,44.82421875,33.69140625,66.50390625,94.43359375,73.92578125,97.36328125,17.08984375,93.26171875,15.72265625,3.41796875,0.02294921875,0.13720703125
2000,6.45185546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0217919921875,0.0435009765625,0.0396044921875,7.333486328125,0.35224609375,0.45771484375,0.90595703125,0.07551279296875,0.4,4,0.35087890625,10.994140625,0.243037109375,9.08203125,94.82421875,83.69140625,16.50390625,44.43359375,23.92578125,47.36328125,67.08984375,43.26171875,65.72265625,53.41796875,0.27294921875,0.38720703125
2000,3.35810546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0514794921875,0.0731884765625,0.0574169921875,63.577861328125,0.52099609375,0.62646484375,0.73720703125,0.09424404296875,0.4,4,0.21962890625,6.119140625,0.457412109375,2.83203125,26.07421875,64.94140625,47.75390625,50.68359375,17.67578125,53.61328125,10.83984375,24.51171875,9.47265625,59.66796875,0.49169921875,0.16845703125
2000,8.30810546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0989794921875,0.0256884765625,0.0099169921875,13.582861328125,0.97099609375,0.17646484375,0.28720703125,0.04429404296875,0.4,4,0.36962890625,9.119140625,0.212412109375,52.83203125,76.07421875,14.94140625,97.75390625,0.68359375,67.67578125,3.61328125,60.83984375,74.51171875,59.47265625,9.66796875,0.24169921875,0.41845703125
2000,0.88310546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0277294921875,0.0494384765625,0.0336669921875,88.575361328125,0.74599609375,0.85146484375,0.51220703125,0.06926904296875,0.4,4,0.29462890625,10.619140625,0.089912109375,77.83203125,1.07421875,39.94140625,22.75390625,25.68359375,42.67578125,78.61328125,85.83984375,49.51171875,84.47265625,34.66796875,0.11669921875,0.04345703125
2000,5.83310546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0752294921875,0.0969384765625,0.0811669921875,38.580361328125,0.29599609375,0.40146484375,0.96220703125,0.01931904296875,0.4,4,0.44462890625,7.619140625,0.334912109375,27.83203125,51.07421875,89.94140625,72.75390625,75.68359375,92.67578125,28.61328125,35.83984375,99.51171875,34.47265625,84.66796875,0.36669921875,0.29345703125
2000,2.12060546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0871044921875,0.0613134765625,0.0217919921875,76.076611328125,0.18349609375,0.51396484375,0.39970703125,0.03180654296875,0.4,4,0.25712890625,9.869140625,0.273662109375,15.33203125,38.57421875,2.44140625,60.25390625,88.18359375,80.17578125,91.11328125,73.33984375,12.01171875,96.97265625,97.16796875,0.42919921875,0.48095703125
2000,7.07060546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0396044921875,0.0138134765625,0.0692919921875,26.081611328125,0.63349609375,0.96396484375,0.84970703125,0.08175654296875,0.4,4,0.40712890625,6.869140625,0.028662109375,65.33203125,88.57421875,52.44140625,10.25390625,38.18359375,30.17578125,41.11328125,23.33984375,62.01171875,46.97265625,47.16796875,0.17919921875,0.23095703125
2000,4.59560546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0633544921875,0.0375634765625,0.0930419921875,51.079111328125,0.85849609375,0.28896484375,0.62470703125,0.00683154296875,0.4,4,0.33212890625,5.369140625,0.151162109375,90.33203125,13.57421875,77.44140625,85.25390625,13.18359375,55.17578125,66.11328125,48.33984375,37.01171875,21.97265625,22.16796875,0.05419921875,0.35595703125
2000,9.54560546875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0158544921875,0.0850634765625,0.0455419921875,1.084111328125,0.40849609375,0.73896484375,0.17470703125,0.05678154296875,0.4,4,0.48212890625,8.369140625,0.396162109375,40.33203125,63.57421875,27.44140625,35.25390625,63.18359375,5.17578125,16.11328125,98.33984375,87.01171875,71.97265625,72.16796875,0.30419921875,0.10595703125
2000,4.90498046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0544482421875,0.0583447265625,0.0663232421875,22.956923828125,0.32412109375,0.31708984375,0.20283203125,0.03492841796875,0.4,4,0.21025390625,10.056640625,0.442099609375,87.20703125,47.94921875,86.81640625,94.62890625,53.80859375,2.05078125,62.98828125,57.71484375,90.13671875,75.09765625,94.04296875,0.19482421875,0.49658203125
2000,9.85498046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0069482421875,0.0108447265625,0.0188232421875,72.951923828125,0.77412109375,0.76708984375,0.65283203125,0.08487841796875,0.4,4,0.36025390625,7.056640625,0.197099609375,37.20703125,97.94921875,36.81640625,44.62890625,3.80859375,52.05078125,12.98828125,7.71484375,40.13671875,25.09765625,44.04296875,0.44482421875,0.24658203125
2000,2.42998046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0781982421875,0.0345947265625,0.0425732421875,47.954423828125,0.99912109375,0.54208984375,0.87783203125,0.00995341796875,0.4,4,0.28525390625,5.556640625,0.074599609375,12.20703125,22.94921875,11.81640625,69.62890625,28.80859375,27.05078125,87.98828125,32.71484375,65.13671875,0.09765625,19.04296875,0.31982421875,0.37158203125
2000,7.37998046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0306982421875,0.0820947265625,0.0900732421875,97.949423828125,0.54912109375,0.99208984375,0.42783203125,0.05990341796875,0.4,4,0.43525390625,8.556640625,0.319599609375,62.20703125,72.94921875,61.81640625,19.62890625,78.80859375,77.05078125,37.98828125,82.71484375,15.13671875,50.09765625,69.04296875,0.06982421875,0.12158203125
2000,1.19248046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0188232421875,0.0702197265625,0.0069482421875,35.455673828125,0.43662109375,0.87958984375,0.99033203125,0.09736591796875,0.4,4,0.24775390625,6.306640625,0.258349609375,99.70703125,35.44921875,49.31640625,7.12890625,91.30859375,89.55078125,75.48828125,20.21484375,77.63671875,12.59765625,56.54296875,0.13232421875,0.18408203125
2000,6.14248046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0663232421875,0.0227197265625,0.0544482421875,85.450673828125,0.88662109375,0.42958984375,0.54033203125,0.04741591796875,0.4,4,0.39775390625,9.306640625,0.013349609375,49.70703125,85.44921875,99.31640625,57.12890625,41.30859375,39.55078125,25.48828125,70.21484375,27.63671875,62.59765625,6.54296875,0.38232421875,0.43408203125
2000,3.66748046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0425732421875,0.0464697265625,0.0781982421875,10.458173828125,0.66162109375,0.65458984375,0.31533203125,0.07239091796875,0.4,4,0.32275390625,10.806640625,0.135849609375,24.70703125,10.44921875,74.31640625,32.12890625,16.30859375,64.55078125,50.48828125,95.21484375,52.63671875,87.59765625,31.54296875,0.25732421875,0.05908203125
2000,8.61748046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0900732421875,0.0939697265625,0.0306982421875,60.453173828125,0.21162109375,0.20458984375,0.76533203125,0.02244091796875,0.4,4,0.47275390625,7.806640625,0.380849609375,74.70703125,60.44921875,24.31640625,82.12890625,66.30859375,14.55078125,0.48828125,45.21484375,2.63671875,37.59765625,81.54296875,0.00732421875,0.30908203125
2000,1.81123046875,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0722607421875,0.0286572265625,0.0603857421875,16.707548828125,0.26787109375,0.93583984375,0.93408203125,0.00370966796875,0.4,4,0.34150390625,8.931640625,0.166474609375,68.45703125,16.69921875,30.56640625,50.87890625,35.05859375,20.80078125,94.23828125,76.46484375,33.88671875,81.34765625,75.29296875,0.22607421875,0.02783203125
